,Pre Context,Post Context,Current Utterance,No,csi_annotations_final
10446,"TRANSCRIPT_NOTE: [Scene: Ross and Rachel's apartment. Rachel and Phoebe enter.) RACHEL: Hi. (Everyone exchanges greetings.) ROSS: Oh God. (He hugs Rachel) RACHEL: Oh . . . MIKE: I'm so glad you're back. (He hugs Phoebe.) PHOEBE: Oh. RACHEL: Wow. So, what did you guys do? ROSS: Oh, you know . . . we just drank some beer and Mike played with the boundaries of normal social conduct. MIKE: It's true. I did. PHOEBE: (pause) Well, good bye. (Okays, and good byes are exchanged all around.) RACHEL: That was fun Pheebs. PHOEBE: I know. That was fun. (She and Mike exit.) RACHEL: See you guys. (She closes the door.) ROSS: Rachel, lock the door. Lock the door, seriously. RACHEL: Oh shoot. I forgot to pay Phoebe for the drinks. (She exits to the hallway and closes the door behind her.) Wait, wait. Sorry. Did he call? Did that guy call? MIKE: No. Just his mom. RACHEL: Oh, around 8:30? MIKE: Yeah. RACHEL: Then, again at 9:00? MIKE: (nods) uh-huh. RACHEL: Yeah. (Inside the apartment the phone rings. Ross answers it.) ROSS: Hello. (listens) Ah, no, she's not here right now. Can I take a message? (grabs a pad and pen) Bill from the bar? (writes) Okay, ""Bill from the bar."" I'll make sure she gets your number. (He hangs up the phone and tears the note off the pad. Then, he stops and re-reads it. Rachel enters.) RACHEL: Aaah. (She goes to tend Emma.) ROSS: So, ah . . . So, how was it? Uh, did you guys. . . Did you guys have a good time? RACHEL: Oh, it was so much fun. It felt so good to be out. ROSS: (holds up the message) Uh, Rach. RACHEL: (still looking at Emma) Yeah? ROSS: (pauses, then crunches up the note and stuffs it in his pocket.) Never mind. [END]",Ross Geller: Hey you guys.,TRANSCRIPT_NOTE: Central Perk. Phoebe and Mike are on the sofa. Ross enters.],987,"[('Central Perk', 'M', '2', 'T')]"
10447,TRANSCRIPT_NOTE: Central Perk. Phoebe and Mike are on the sofa. Ross enters.],Mike Hannigan: Hey.,Ross Geller: Hey you guys.,987,[]
10448,Ross Geller: Hey you guys.,Phoebe Buffay: Hey. I'll be right back. I've got to go to the bathroom.,Mike Hannigan: Hey.,987,[]
10449,Mike Hannigan: Hey.,Mike Hannigan: Stout. That's a kind of beer.,Phoebe Buffay: Hey. I'll be right back. I've got to go to the bathroom.,987,[]
10450,Phoebe Buffay: Hey. I'll be right back. I've got to go to the bathroom.,,Mike Hannigan: Stout. That's a kind of beer.,987,"[('beer', 'M', '2', 'T')]"
10451,,"Joey Tribbiani: Rach, these are for you.",TRANSCRIPT_NOTE: [Scene: Monica and Rachel's apartment. Joey and Chandler are giving out their Christmas presents out of a cardboard box from a case of motor oil.],988,[]
10452,TRANSCRIPT_NOTE: [Scene: Monica and Rachel's apartment. Joey and Chandler are giving out their Christmas presents out of a cardboard box from a case of motor oil.],Rachel Green: Wiper blades. I don't even have a car.,"Joey Tribbiani: Rach, these are for you.",988,[]
10453,"Joey Tribbiani: Rach, these are for you.","Joey Tribbiani: No, but with this new car smell, you'll think you do.",Rachel Green: Wiper blades. I don't even have a car.,988,[]
10454,Rachel Green: Wiper blades. I don't even have a car.,"Chandler Bing: OK, Pheebs, your turn.","Joey Tribbiani: No, but with this new car smell, you'll think you do.",988,[]
10455,"Joey Tribbiani: No, but with this new car smell, you'll think you do.","Phoebe Buffay: Ahh, toilet seat covers! Is that what you were doing while I was getting gas?","Chandler Bing: OK, Pheebs, your turn.",988,[]
10456,"Chandler Bing: OK, Pheebs, your turn.",Joey Tribbiani: Uh-huh.,"Phoebe Buffay: Ahh, toilet seat covers! Is that what you were doing while I was getting gas?",988,[]
10457,"Phoebe Buffay: Ahh, toilet seat covers! Is that what you were doing while I was getting gas?",Phoebe Buffay: You guuuyys.,Joey Tribbiani: Uh-huh.,988,[]
10458,Joey Tribbiani: Uh-huh.,"Joey Tribbiani: And for Ross, Mr. Sweet-tooth.",Phoebe Buffay: You guuuyys.,988,[]
10459,Phoebe Buffay: You guuuyys.,Ross Geller: You got me a cola drink?,"Joey Tribbiani: And for Ross, Mr. Sweet-tooth.",988,[]
10460,"Joey Tribbiani: And for Ross, Mr. Sweet-tooth.","Chandler Bing: And, a lemon lime.",Ross Geller: You got me a cola drink?,988,[]
10461,Ross Geller: You got me a cola drink?,"Ross Geller: Well this, this is too much, I feel like I should get you another sweater.","Chandler Bing: And, a lemon lime.",988,[]
10462,"Chandler Bing: And, a lemon lime.",Chandler Bing: And last but not least.,"Ross Geller: Well this, this is too much, I feel like I should get you another sweater.",988,[]
10463,"Ross Geller: Well this, this is too much, I feel like I should get you another sweater.",Joey Tribbiani: They're ribbed for *your* pleasure.,Chandler Bing: And last but not least.,988,[]
10464,Chandler Bing: And last but not least.,,Joey Tribbiani: They're ribbed for *your* pleasure.,988,[]
10465,,"Chandler Bing: You know what, everybody? Go home. You should be with your families. It's bad enough that we're working New Year's Eve.",TRANSCRIPT_NOTE: [Scene: Back in the conference room in Tulsa.],989,[]
10466,TRANSCRIPT_NOTE: [Scene: Back in the conference room in Tulsa.],"Chandler Bing: Did I not tell *anyone* about New Year's Eve? -- Alright, look, go! Go home, okay? Merry Christmas! Go.","Chandler Bing: You know what, everybody? Go home. You should be with your families. It's bad enough that we're working New Year's Eve.",989,"[(""New Year's Eve"", 'S', '2', 'I')]"
10467,"Chandler Bing: You know what, everybody? Go home. You should be with your families. It's bad enough that we're working New Year's Eve.","Chandler Bing: Good, God's speed, good people! You're not gonna go?","Chandler Bing: Did I not tell *anyone* about New Year's Eve? -- Alright, look, go! Go home, okay? Merry Christmas! Go.",989,"[(""New Year's Eve"", 'S', '2', 'F'), ('Merry Christmas', 'S', '2', 'F')]"
10468,"Chandler Bing: Did I not tell *anyone* about New Year's Eve? -- Alright, look, go! Go home, okay? Merry Christmas! Go.",Wendy: Naah... I couldn't leave you alone.,"Chandler Bing: Good, God's speed, good people! You're not gonna go?",989,[]
10469,"Chandler Bing: Good, God's speed, good people! You're not gonna go?",Chandler Bing: Ah. Thanks.,Wendy: Naah... I couldn't leave you alone.,989,[]
10470,Wendy: Naah... I couldn't leave you alone.,"Wendy: Besides, I can't leave until their Christmas party downstairs clears out; there are some *pissed off* insurance people looking for that ham.",Chandler Bing: Ah. Thanks.,989,[]
10471,Chandler Bing: Ah. Thanks.,Chandler Bing: Ah. Chandler Bing.,"Wendy: Besides, I can't leave until their Christmas party downstairs clears out; there are some *pissed off* insurance people looking for that ham.",989,"[('Christmas party', 'M', '2', 'F'), ('ham', 'M', '2', 'T')]"
10472,"Wendy: Besides, I can't leave until their Christmas party downstairs clears out; there are some *pissed off* insurance people looking for that ham.",,Chandler Bing: Ah. Chandler Bing.,989,[]
10473,,"Chandler Bing: The wife says ""Hi!"".",TRANSCRIPT_NOTE: [Scene: back in the conference room in Tulsa],990,[]
10474,TRANSCRIPT_NOTE: [Scene: back in the conference room in Tulsa],Wendy: Ah. Fun conversation?,"Chandler Bing: The wife says ""Hi!"".",990,[]
10475,"Chandler Bing: The wife says ""Hi!"".","Chandler Bing: Ah well, she's got this weird idea, that, uh, y'know, just because you and I are alone, that something is gonna happen.",Wendy: Ah. Fun conversation?,990,[]
10476,Wendy: Ah. Fun conversation?,"Wendy: Huh? Really? -- Hm, that'd be so terrible?","Chandler Bing: Ah well, she's got this weird idea, that, uh, y'know, just because you and I are alone, that something is gonna happen.",990,[]
10477,"Chandler Bing: Ah well, she's got this weird idea, that, uh, y'know, just because you and I are alone, that something is gonna happen.","Chandler Bing: This is probably the wrong thing to be worrying about, but... you're getting ham on my only tie.","Wendy: Huh? Really? -- Hm, that'd be so terrible?",990,[]
10478,"Wendy: Huh? Really? -- Hm, that'd be so terrible?",,"Chandler Bing: This is probably the wrong thing to be worrying about, but... you're getting ham on my only tie.",990,"[('ham', 'M', '2', 'T')]"
10479,,"Chandler Bing: Whoa-ho, back off, Missy!","TRANSCRIPT_NOTE: [Scene: The conference room in Tulsa again, Chandler is trying to evade Wendy]",991,[]
10480,"TRANSCRIPT_NOTE: [Scene: The conference room in Tulsa again, Chandler is trying to evade Wendy]",Wendy: ...Missy?,"Chandler Bing: Whoa-ho, back off, Missy!",991,[]
10481,"Chandler Bing: Whoa-ho, back off, Missy!",Chandler Bing: I don't know; I'm not used to girls making passes at me! ... Wait a minute... am I sexy in Oklahoma?,Wendy: ...Missy?,991,[]
10482,Wendy: ...Missy?,Wendy: You are to me...,Chandler Bing: I don't know; I'm not used to girls making passes at me! ... Wait a minute... am I sexy in Oklahoma?,991,"[('girls making passes', 'S', '2', 'I')]"
10483,Chandler Bing: I don't know; I'm not used to girls making passes at me! ... Wait a minute... am I sexy in Oklahoma?,"Chandler Bing: No,... no... NO! Look, I'm, I'm married!",Wendy: You are to me...,991,[]
10484,Wendy: You are to me...,Wendy: So? I'm married.,"Chandler Bing: No,... no... NO! Look, I'm, I'm married!",991,[]
10485,"Chandler Bing: No,... no... NO! Look, I'm, I'm married!",Chandler Bing: I'm *happily* married.,Wendy: So? I'm married.,991,[]
10486,Wendy: So? I'm married.,Wendy: Oh. - What's *that* like?,Chandler Bing: I'm *happily* married.,991,[]
10487,Chandler Bing: I'm *happily* married.,"Chandler Bing: Right. So, I'm sorry...",Wendy: Oh. - What's *that* like?,991,[]
10488,Wendy: Oh. - What's *that* like?,"Wendy: Seriously? Happily married. So that phone call before, that was ... happy?","Chandler Bing: Right. So, I'm sorry...",991,[]
10489,"Chandler Bing: Right. So, I'm sorry...","Chandler Bing: Well look, it's not easy to spend this much time apart, you know. She's entitled to be a little paranoid... or, in this case: right on money! ... You know, she's amazing, and beautiful, and smart, and if she were here right now, ...she'd kick your ass. Look, you're a really nice person... ham stealing and adultery aside. But, what I have with my wife is pretty great, so nothing is ever gonna happen between us.","Wendy: Seriously? Happily married. So that phone call before, that was ... happy?",991,[]
10490,"Wendy: Seriously? Happily married. So that phone call before, that was ... happy?","Wendy: Okay, let me ask you something: if what you and your wife have is so great, then why are you spending Christmas with me?","Chandler Bing: Well look, it's not easy to spend this much time apart, you know. She's entitled to be a little paranoid... or, in this case: right on money! ... You know, she's amazing, and beautiful, and smart, and if she were here right now, ...she'd kick your ass. Look, you're a really nice person... ham stealing and adultery aside. But, what I have with my wife is pretty great, so nothing is ever gonna happen between us.",991,"[('ham stealing', 'M', '2', 'I'), ('adultery', 'O', '2', 'I')]"
10491,"Chandler Bing: Well look, it's not easy to spend this much time apart, you know. She's entitled to be a little paranoid... or, in this case: right on money! ... You know, she's amazing, and beautiful, and smart, and if she were here right now, ...she'd kick your ass. Look, you're a really nice person... ham stealing and adultery aside. But, what I have with my wife is pretty great, so nothing is ever gonna happen between us.",,"Wendy: Okay, let me ask you something: if what you and your wife have is so great, then why are you spending Christmas with me?",991,"[('Christmas', 'S', '2', 'I')]"
10492,,"Chandler Bing: So, are you really gonna go out with that nurse man?","TRANSCRIPT_NOTE: [Scene: A hallway in the hospital, Monica and Chandler are talking.]",992,[]
10493,"TRANSCRIPT_NOTE: [Scene: A hallway in the hospital, Monica and Chandler are talking.]","Monica Geller: Well uh, you and I are just goofing around, I thought, why not just goof around with him.","Chandler Bing: So, are you really gonna go out with that nurse man?",992,[]
10494,"Chandler Bing: So, are you really gonna go out with that nurse man?","Chandler Bing: Y'know, I don't know if you've ever looked up the term goofing around in the dictionary... Well, I have, and the technical definition is, two friends who care a lot about each other and have amazing sex and just wanna spend more time together. But if you have this new fangled dictionary that gets you made at me, then we have to, y'know, get you my original dictionary. I am *so* bad at this.","Monica Geller: Well uh, you and I are just goofing around, I thought, why not just goof around with him.",992,[]
10495,"Monica Geller: Well uh, you and I are just goofing around, I thought, why not just goof around with him.",Monica Geller: I think you're better than you think you are.,"Chandler Bing: Y'know, I don't know if you've ever looked up the term goofing around in the dictionary... Well, I have, and the technical definition is, two friends who care a lot about each other and have amazing sex and just wanna spend more time together. But if you have this new fangled dictionary that gets you made at me, then we have to, y'know, get you my original dictionary. I am *so* bad at this.",992,"[('goofing around', 'F', '2', 'I'), ('get you made at me', 'F', '2', 'I')]"
10496,"Chandler Bing: Y'know, I don't know if you've ever looked up the term goofing around in the dictionary... Well, I have, and the technical definition is, two friends who care a lot about each other and have amazing sex and just wanna spend more time together. But if you have this new fangled dictionary that gets you made at me, then we have to, y'know, get you my original dictionary. I am *so* bad at this.","Chandler Bing: Really? Okay, so...",Monica Geller: I think you're better than you think you are.,992,[]
10497,Monica Geller: I think you're better than you think you are.,Monica Geller: Know when to stop.,"Chandler Bing: Really? Okay, so...",992,[]
10498,"Chandler Bing: Really? Okay, so...","Chandler Bing: Y'know, I sensed that I should stop. So we're okay?",Monica Geller: Know when to stop.,992,[]
10499,Monica Geller: Know when to stop.,Monica Geller: Yeah. Don't do the dance.,"Chandler Bing: Y'know, I sensed that I should stop. So we're okay?",992,[]
10500,"Chandler Bing: Y'know, I sensed that I should stop. So we're okay?",Chandler Bing: Right!,Monica Geller: Yeah. Don't do the dance.,992,[]
