,Pre Context,Post Context,Current Utterance,No,csi items,categories,foreignness,level,corresponding_values,corresponding_values_filtered,csi_items_all,csi_items_fil
9628,Rachel Green: Okay what's up?,"Rachel Green: Well honey, I'm late for a meeting. So can you just make it quick?",Joey Tribbiani: Here? In the hall? What are we animals?,908,[],[],[],[],[],[],0,0
9629,Joey Tribbiani: Here? In the hall? What are we animals?,"Joey Tribbiani: Okay umm, I just came by to tell you that I...want to have dinner with you tonight. That's all.","Rachel Green: Well honey, I'm late for a meeting. So can you just make it quick?",908,['meeting'],['I'],['1'],['F'],"[('meeting', 'I', '1', 'F')]",[],1,0
9630,"Rachel Green: Well honey, I'm late for a meeting. So can you just make it quick?",Rachel Green: Sure! That sounds great! Just leave me a message and tell me where to meet you. Okay?,"Joey Tribbiani: Okay umm, I just came by to tell you that I...want to have dinner with you tonight. That's all.",908,['dinner'],['S'],['2'],['T'],"[('dinner', 'S', '2', 'T')]","[('dinner', 'S', '2', 'T')]",1,1
9631,"Joey Tribbiani: Okay umm, I just came by to tell you that I...want to have dinner with you tonight. That's all.","Joey Tribbiani: Okay. That's good. Okay, that give you a couple hours to prepare what you're gonna say. Good. Yeah. Don't you people ever knock?!",Rachel Green: Sure! That sounds great! Just leave me a message and tell me where to meet you. Okay?,908,[],[],[],[],[],[],0,0
9632,Rachel Green: Sure! That sounds great! Just leave me a message and tell me where to meet you. Okay?,,"Joey Tribbiani: Okay. That's good. Okay, that give you a couple hours to prepare what you're gonna say. Good. Yeah. Don't you people ever knock?!",908,"[""don't you people ever knock""]",['G'],['2'],['I'],"[(""don't you people ever knock"", 'G', '2', 'I')]","[(""don't you people ever knock"", 'G', '2', 'I')]",1,1
9633,,Waiter No. 2: Is this your table?,"TRANSCRIPT_NOTE: [Scene: A restaurant, Joey and Rachel are still hugging as a waiter walks by the table to talk to the annoying waiter from before who is watching.]",909,"['restaurant', 'hugging']","['M', 'G']","['1', '1']","['T', 'I']","[('restaurant', 'M', '1', 'T'), ('hugging', 'G', '1', 'I')]",[],2,0
9634,"TRANSCRIPT_NOTE: [Scene: A restaurant, Joey and Rachel are still hugging as a waiter walks by the table to talk to the annoying waiter from before who is watching.]",Waiter: Yeah.,Waiter No. 2: Is this your table?,909,['table'],['M'],['1'],['T'],"[('table', 'M', '1', 'T')]",[],1,0
9635,Waiter No. 2: Is this your table?,"Waiter No. 2: God, you're gonna be here all night!",Waiter: Yeah.,909,[],[],[],[],[],[],0,0
9636,Waiter: Yeah.,Waiter: I know! I haven't even read them the specials yet!,"Waiter No. 2: God, you're gonna be here all night!",909,['God'],['F'],['3'],['I'],"[('God', 'F', '3', 'I')]","[('God', 'F', '3', 'I')]",1,1
9637,"Waiter No. 2: God, you're gonna be here all night!",Waiter No. 2: What's the matter with them?,Waiter: I know! I haven't even read them the specials yet!,909,"['waiter', 'read them the specials']","['M', 'S']","['1', '2']","['F', 'F']","[('waiter', 'M', '1', 'F'), ('read them the specials', 'S', '2', 'F')]","[('read them the specials', 'S', '2', 'F')]",2,1
9638,Waiter: I know! I haven't even read them the specials yet!,Waiter: I don't know. I think maybe one of them is dying. I kinda hope it's the girl. The guy is really cute!,Waiter No. 2: What's the matter with them?,909,[],[],[],[],[],[],0,0
9639,Waiter No. 2: What's the matter with them?,TRANSCRIPT_NOTE: End,Waiter: I don't know. I think maybe one of them is dying. I kinda hope it's the girl. The guy is really cute!,909,"[""I kinda hope it's the girl"", ""I kinda hope it's the girl""]","['F', 'O']","['2', '2']","['I', 'I']","[(""I kinda hope it's the girl"", 'F', '2', 'I'), (""I kinda hope it's the girl"", 'O', '2', 'I')]","[(""I kinda hope it's the girl"", 'F', '2', 'I'), (""I kinda hope it's the girl"", 'O', '2', 'I')]",2,2
9640,Waiter: I don't know. I think maybe one of them is dying. I kinda hope it's the girl. The guy is really cute!,,TRANSCRIPT_NOTE: End,909,[],[],[],[],[],[],0,0
9641,,Phoebe Buffay: Oh hello.,"TRANSCRIPT_NOTE: [Scene: A newsstand, Phoebe is looking at a magazine as the guy from before walks by and picks up a newspaper.]",910,['newsstand'],['M'],['1'],['T'],"[('newsstand', 'M', '1', 'T')]",[],1,0
9642,"TRANSCRIPT_NOTE: [Scene: A newsstand, Phoebe is looking at a magazine as the guy from before walks by and picks up a newspaper.]","Guy: Oh, it's you. I see you everywhere. I'm Jim, Jim Nelson.",Phoebe Buffay: Oh hello.,910,['Oh hello'],['G'],['2'],['I'],"[('Oh hello', 'G', '2', 'I')]","[('Oh hello', 'G', '2', 'I')]",1,1
9643,Phoebe Buffay: Oh hello.,"Phoebe Buffay: Oh Jim, Jim Nelson I'm Phoebe, Phoebe Buffay. We certainly have been seeing a lot of each other lately.","Guy: Oh, it's you. I see you everywhere. I'm Jim, Jim Nelson.",910,['see you everywhere'],['G'],['1'],['I'],"[('see you everywhere', 'G', '1', 'I')]",[],1,0
9644,"Guy: Oh, it's you. I see you everywhere. I'm Jim, Jim Nelson.","Jim: We have. Maybe we'll be seeing each other at dinner tomorrow night, say around 8 o'clock?","Phoebe Buffay: Oh Jim, Jim Nelson I'm Phoebe, Phoebe Buffay. We certainly have been seeing a lot of each other lately.",910,[],[],[],[],[],[],0,0
9645,"Phoebe Buffay: Oh Jim, Jim Nelson I'm Phoebe, Phoebe Buffay. We certainly have been seeing a lot of each other lately.","Phoebe Buffay: Well, maybe we will. Oh!","Jim: We have. Maybe we'll be seeing each other at dinner tomorrow night, say around 8 o'clock?",910,"['dinner', ""8 o'clock""]","['S', 'G']","['1', '1']","['T', 'T']","[('dinner', 'S', '1', 'T'), (""8 o'clock"", 'G', '1', 'T')]",[],2,0
9646,"Jim: We have. Maybe we'll be seeing each other at dinner tomorrow night, say around 8 o'clock?",,"Phoebe Buffay: Well, maybe we will. Oh!",910,[],[],[],[],[],[],0,0
9647,,"Ross Geller: Mona? Okay, if I were a salmon shirt, where would I be?","TRANSCRIPT_NOTE: [Scene: Outside Mona's Apartment, Ross is knocking on the door.]",911,"['apartment', 'knocking on the door']","['M', 'G']","['1', '1']","['F', 'I']","[('apartment', 'M', '1', 'F'), ('knocking on the door', 'G', '1', 'I')]",[],2,0
9648,"TRANSCRIPT_NOTE: [Scene: Outside Mona's Apartment, Ross is knocking on the door.]",Mona: I am so sorry I spilled wine all over your shirt.,"Ross Geller: Mona? Okay, if I were a salmon shirt, where would I be?",911,"['salmon', 'shirt']","['E', 'M']","['2', '1']","['T', 'T']","[('salmon', 'E', '2', 'T'), ('shirt', 'M', '1', 'T')]","[('salmon', 'E', '2', 'T')]",2,1
9649,"Ross Geller: Mona? Okay, if I were a salmon shirt, where would I be?","Mona's Date: Oh, it's okay.",Mona: I am so sorry I spilled wine all over your shirt.,911,"['wine', ""spilling wine on someone's shirt""]","['M', 'T']","['2', '1']","['T', 'I']","[('wine', 'M', '2', 'T'), (""spilling wine on someone's shirt"", 'T', '1', 'I')]","[('wine', 'M', '2', 'T')]",2,1
9650,Mona: I am so sorry I spilled wine all over your shirt.,"Mona: No, it's still wet. Y'know what? Let me get it out before it sets. Ooh, I have something you can wear. Here.","Mona's Date: Oh, it's okay.",911,[],[],[],[],[],[],0,0
9651,"Mona's Date: Oh, it's okay.","Mona's Date: Oh umm, I-I don't know if I want to wear a woman's shirt.","Mona: No, it's still wet. Y'know what? Let me get it out before it sets. Ooh, I have something you can wear. Here.",911,"[""y'know what"", 'wear', ""y'know what""]","['M', 'M', 'F']","['1', '1', '1']","['I', 'I', 'I']","[(""y'know what"", 'M', '1', 'I'), ('wear', 'M', '1', 'I'), (""y'know what"", 'F', '1', 'I')]",[],3,0
9652,"Mona: No, it's still wet. Y'know what? Let me get it out before it sets. Ooh, I have something you can wear. Here.",Mona: No-no that's a man's shirt.,"Mona's Date: Oh umm, I-I don't know if I want to wear a woman's shirt.",911,"[""woman's shirt"", ""woman's shirt""]","['M', 'T']","['2', '2']","['T', 'I']","[(""woman's shirt"", 'M', '2', 'T'), (""woman's shirt"", 'T', '2', 'I')]","[(""woman's shirt"", 'M', '2', 'T'), (""woman's shirt"", 'T', '2', 'I')]",2,2
9653,"Mona's Date: Oh umm, I-I don't know if I want to wear a woman's shirt.",Mona's Date: It's awfully pink.,Mona: No-no that's a man's shirt.,911,"[""man's shirt""]",['M'],['1'],['F'],"[(""man's shirt"", 'M', '1', 'F')]",[],1,0
9654,Mona: No-no that's a man's shirt.,,Mona's Date: It's awfully pink.,911,['pink'],['M'],['1'],['I'],"[('pink', 'M', '1', 'I')]",[],1,0
9655,,"Chandler Bing: Oh my God, honey we are so meant to be together. We both have copies of the Annie soundtrack.","TRANSCRIPT_NOTE: [Scene: Monica and Chandler's, Monica and Chandler are sorting their CDs.]",912,['CDs'],['M'],['2'],['T'],"[('CDs', 'M', '2', 'T')]","[('CDs', 'M', '2', 'T')]",1,1
9656,"TRANSCRIPT_NOTE: [Scene: Monica and Chandler's, Monica and Chandler are sorting their CDs.]","Monica Geller: Honey, both yours.","Chandler Bing: Oh my God, honey we are so meant to be together. We both have copies of the Annie soundtrack.",912,['Annie soundtrack'],['M'],['3'],['T'],"[('Annie soundtrack', 'M', '3', 'T')]","[('Annie soundtrack', 'M', '3', 'T')]",1,1
9657,"Chandler Bing: Oh my God, honey we are so meant to be together. We both have copies of the Annie soundtrack.",Rachel Green: Hey! Great advice on that Joey thing!,"Monica Geller: Honey, both yours.",912,[],[],[],[],[],[],0,0
9658,"Monica Geller: Honey, both yours.",Monica Geller: Yeah? The work problem?,Rachel Green: Hey! Great advice on that Joey thing!,912,['Joey thing'],['F'],['2'],['I'],"[('Joey thing', 'F', '2', 'I')]","[('Joey thing', 'F', '2', 'I')]",1,1
9659,Rachel Green: Hey! Great advice on that Joey thing!,Rachel Green: Oh it was perfect! I mean it really felt like he was my friend again.,Monica Geller: Yeah? The work problem?,912,['work problem'],['S'],['1'],['I'],"[('work problem', 'S', '1', 'I')]",[],1,0
9660,Monica Geller: Yeah? The work problem?,Chandler Bing: What problem did you tell him you had?,Rachel Green: Oh it was perfect! I mean it really felt like he was my friend again.,912,['he was my friend again'],['S'],['1'],['I'],"[('he was my friend again', 'S', '1', 'I')]",[],1,0
9661,Rachel Green: Oh it was perfect! I mean it really felt like he was my friend again.,"Rachel Green: Oh that's not important. The point is, I really-I think everything's gonna be okay.",Chandler Bing: What problem did you tell him you had?,912,[],[],[],[],[],[],0,0
9662,Chandler Bing: What problem did you tell him you had?,,"Rachel Green: Oh that's not important. The point is, I really-I think everything's gonna be okay.",912,[],[],[],[],[],[],0,0
9663,,Mona: Oh my God! Ross!!!,"TRANSCRIPT_NOTE: [Scene: Mona's Apartment, she and her date are making out as Ross flips through a magazine while lying behind the couch and sees something that he likes. Meanwhile, Mona's date takes off Ross's shirt and Mona throws it on the floor. While they start making out again, Ross tries to pull the rug the shirt is on over to him, but while he does that he moves the coffee table and it bumps into the couch.]",913,"['magazine', 'rug', 'coffee table', 'making out']","['M', 'M', 'M', 'S']","['1', '1', '1', '1']","['T', 'T', 'T', 'I']","[('magazine', 'M', '1', 'T'), ('rug', 'M', '1', 'T'), ('coffee table', 'M', '1', 'T'), ('making out', 'S', '1', 'I')]",[],4,0
9664,"TRANSCRIPT_NOTE: [Scene: Mona's Apartment, she and her date are making out as Ross flips through a magazine while lying behind the couch and sees something that he likes. Meanwhile, Mona's date takes off Ross's shirt and Mona throws it on the floor. While they start making out again, Ross tries to pull the rug the shirt is on over to him, but while he does that he moves the coffee table and it bumps into the couch.]",Ross Geller: Hello!!,Mona: Oh my God! Ross!!!,913,['Oh my God'],['G'],['2'],['I'],"[('Oh my God', 'G', '2', 'I')]","[('Oh my God', 'G', '2', 'I')]",1,1
9665,Mona: Oh my God! Ross!!!,"Mona: Ross, what are you doing?!",Ross Geller: Hello!!,913,['Hello'],['G'],['1'],['F'],"[('Hello', 'G', '1', 'F')]",[],1,0
9666,Ross Geller: Hello!!,Ross Geller: Not touching myself if that makes anyone less uncomfortable.,"Mona: Ross, what are you doing?!",913,[],[],[],[],[],[],0,0
9667,"Mona: Ross, what are you doing?!",,Ross Geller: Not touching myself if that makes anyone less uncomfortable.,913,['Not touching myself'],['G'],['1'],['I'],"[('Not touching myself', 'G', '1', 'I')]",[],1,0
9668,,Rachel Green: Morning. You wanted to see me?,"TRANSCRIPT_NOTE: [Scene: Mr. Zelner's Office, Rachel is knocking on the door.]",914,['knocking on the door'],['G'],['1'],['I'],"[('knocking on the door', 'G', '1', 'I')]",[],1,0
9669,"TRANSCRIPT_NOTE: [Scene: Mr. Zelner's Office, Rachel is knocking on the door.]","Mr. Zelner: Please, come in. Have a seat.",Rachel Green: Morning. You wanted to see me?,914,['morning'],['S'],['1'],['I'],"[('morning', 'S', '1', 'I')]",[],1,0
9670,Rachel Green: Morning. You wanted to see me?,Rachel Green: Okay look Mr. Zelner...,"Mr. Zelner: Please, come in. Have a seat.",914,"['seat', 'Mr. Zelner']","['M', 'I']","['1', '2']","['T', 'F']","[('seat', 'M', '1', 'T'), ('Mr. Zelner', 'I', '2', 'F')]","[('Mr. Zelner', 'I', '2', 'F')]",2,1
9671,"Mr. Zelner: Please, come in. Have a seat.",Mr. Zelner: Oh I think it's best that I speak first.,Rachel Green: Okay look Mr. Zelner...,914,[],[],[],[],[],[],0,0
9672,Rachel Green: Okay look Mr. Zelner...,Rachel Green: Yeah.,Mr. Zelner: Oh I think it's best that I speak first.,914,['Mr. Zelner'],['I'],['2'],['F'],"[('Mr. Zelner', 'I', '2', 'F')]","[('Mr. Zelner', 'I', '2', 'F')]",1,1
9673,Mr. Zelner: Oh I think it's best that I speak first.,Mr. Zelner: I've asked Lee from human resources to be here as a witness to our conversation.,Rachel Green: Yeah.,914,[],[],[],[],[],[],0,0
9674,Rachel Green: Yeah.,Rachel Green: Oh God.,Mr. Zelner: I've asked Lee from human resources to be here as a witness to our conversation.,914,['human resources'],['I'],['2'],['F'],"[('human resources', 'I', '2', 'F')]","[('human resources', 'I', '2', 'F')]",1,1
9675,Mr. Zelner: I've asked Lee from human resources to be here as a witness to our conversation.,"Mr. Zelner: If I in any way implied that I wanted to buy your baby...I am sorry. Okay? Last week when I asked you when your due date was uh, I certainly did not mean that I felt that I was due your baby. Yeah, I want to be very clear that I understand that its your baby, and it is not mine to purchase.",Rachel Green: Oh God.,914,[],[],[],[],[],[],0,0
9676,Rachel Green: Oh God.,"Rachel Green: Well, as long as we are clear about that.","Mr. Zelner: If I in any way implied that I wanted to buy your baby...I am sorry. Okay? Last week when I asked you when your due date was uh, I certainly did not mean that I felt that I was due your baby. Yeah, I want to be very clear that I understand that its your baby, and it is not mine to purchase.",914,"['buy your baby', 'buy your baby']","['O', 'T']","['3', '3']","['I', 'I']","[('buy your baby', 'O', '3', 'I'), ('buy your baby', 'T', '3', 'I')]","[('buy your baby', 'O', '3', 'I'), ('buy your baby', 'T', '3', 'I')]",2,2
9677,"Mr. Zelner: If I in any way implied that I wanted to buy your baby...I am sorry. Okay? Last week when I asked you when your due date was uh, I certainly did not mean that I felt that I was due your baby. Yeah, I want to be very clear that I understand that its your baby, and it is not mine to purchase.",,"Rachel Green: Well, as long as we are clear about that.",914,[],[],[],[],[],[],0,0
9678,,"Ross Geller: Item J437-A, color: winterberry. Hi umm, listen come here, come in. I'm so-so sorry about yesterday. I-I'm really sorry. It's just that I...","TRANSCRIPT_NOTE: [Scene: Ross and Rachel's, Ross is ordering something over the phone from a catalog.]",915,['catalog'],['M'],['2'],['T'],"[('catalog', 'M', '2', 'T')]","[('catalog', 'M', '2', 'T')]",1,1
9679,"TRANSCRIPT_NOTE: [Scene: Ross and Rachel's, Ross is ordering something over the phone from a catalog.]","Mona: Listen Ross, you don't have to apologize. I understand why you were there.","Ross Geller: Item J437-A, color: winterberry. Hi umm, listen come here, come in. I'm so-so sorry about yesterday. I-I'm really sorry. It's just that I...",915,['Item J437-A'],['M'],['3'],['T'],"[('Item J437-A', 'M', '3', 'T')]","[('Item J437-A', 'M', '3', 'T')]",1,1
9680,"Ross Geller: Item J437-A, color: winterberry. Hi umm, listen come here, come in. I'm so-so sorry about yesterday. I-I'm really sorry. It's just that I...",Ross Geller: You do?,"Mona: Listen Ross, you don't have to apologize. I understand why you were there.",915,[],[],[],[],[],[],0,0
9681,"Mona: Listen Ross, you don't have to apologize. I understand why you were there.","Mona: Yeah, you still have feelings for me. And-and to be honest, I-I still have feelings for you. And I wish that we can work it out Ross, but we can't. It's too complicated with you and Rachel and the baby, I-I just... It just wasn't meant to be.",Ross Geller: You do?,915,['You do?'],['G'],['1'],['I'],"[('You do?', 'G', '1', 'I')]",[],1,0
